"Date","Price","Open","High","Low","Vol.","Change %"
"03/01/2025","1,190.06","1,207.39","1,211.21","1,158.18","138.33B","-1.13%"
"02/01/2025","1,203.72","1,276.91","1,316.41","1,186.36","174.40B","-8.43%"
"01/01/2025","1,314.50","1,397.93","1,399.35","1,310.72","179.18B","-6.12%"
"12/01/2024","1,400.21","1,430.55","1,457.71","1,361.34","167.48B","-1.91%"
"11/01/2024","1,427.54","1,464.17","1,487.58","1,421.96","266.98B","-2.63%"
"10/01/2024","1,466.04","1,449.81","1,506.82","1,432.22","269.24B","1.19%"
"09/01/2024","1,448.83","1,355.16","1,471.69","1,352.11","239.78B","6.60%"
"08/01/2024","1,359.07","1,322.51","1,370.67","1,273.17","203.12B","2.89%"
"07/01/2024","1,320.86","1,301.96","1,332.76","1,286.79","201.91B","1.53%"
"06/01/2024","1,300.96","1,350.90","1,354.75","1,281.87","232.87B","-3.32%"
"05/01/2024","1,345.66","1,368.24","1,389.28","1,340.83","271.20B","-1.63%"
"04/01/2024","1,367.95","1,379.86","1,411.46","1,330.24","239.45B","-0.72%"
"03/01/2024","1,377.94","1,369.63","1,395.88","1,350.98","361.09B","0.53%"
"02/01/2024","1,370.67","1,363.65","1,405.13","1,357.39","388.31B","0.45%"
"01/01/2024","1,364.52","1,415.70","1,438.10","1,352.48","379.33B","-3.63%"
"12/01/2023","1,415.85","1,382.25","1,418.98","1,354.73","193.85B","2.58%"
"11/01/2023","1,380.18","1,380.89","1,431.51","1,371.74","261.84B","-0.12%"
"10/01/2023","1,381.83","1,473.54","1,478.01","1,366.19","224.14B","-6.09%"
"09/01/2023","1,471.43","1,569.20","1,571.81","1,471.43","234.97B","-6.04%"
"08/01/2023","1,565.94","1,550.06","1,579.43","1,506.00","291.06B","0.63%"
"07/01/2023","1,556.06","1,507.65","1,559.07","1,474.94","243.29B","3.52%"
"06/01/2023","1,503.10","1,534.16","1,569.34","1,461.61","288.97B","-1.98%"
"05/01/2023","1,533.54","1,531.92","1,576.59","1,491.12","282.19B","0.29%"
"04/01/2023","1,529.12","1,610.84","1,613.98","1,524.30","226.28B","-4.97%"
"03/01/2023","1,609.17","1,627.18","1,628.92","1,518.66","390.05B","-0.81%"
"02/01/2023","1,622.35","1,676.67","1,692.94","1,618.09","343.40B","-2.94%"
"01/01/2023","1,671.46","1,675.70","1,695.99","1,659.90","347.52B","0.17%"
"12/01/2022","1,668.66","1,642.16","1,678.17","1,597.03","270.53B","2.04%"
"11/01/2022","1,635.36","1,614.23","1,640.03","1,610.75","402.44B","1.65%"
"10/01/2022","1,608.76","1,586.51","1,619.08","1,553.80","318.65B","1.21%"
"09/01/2022","1,589.51","1,636.52","1,672.64","1,584.22","432.01B","-3.02%"
"08/01/2022","1,638.93","1,584.93","1,650.71","1,581.23","423.15B","3.97%"
"07/01/2022","1,576.41","1,571.19","1,577.10","1,517.51","328.37B","0.52%"
"06/01/2022","1,568.33","1,662.32","1,664.90","1,544.26","421.28B","-5.72%"
"05/01/2022","1,663.41","1,667.41","1,668.54","1,578.11","417.69B","-0.24%"
"04/01/2022","1,667.44","1,693.67","1,708.89","1,655.25","386.36B","-1.64%"
"03/01/2022","1,695.24","1,694.95","1,705.50","1,580.80","650.70B","0.60%"
"02/01/2022","1,685.18","1,659.43","1,718.55","1,656.62","533.43B","2.21%"
"01/01/2022","1,648.81","1,664.51","1,682.93","1,617.87","617.70B","-0.53%"
"12/01/2021","1,657.62","1,576.26","1,660.85","1,563.04","512.49B","5.67%"
"11/01/2021","1,568.69","1,627.59","1,658.60","1,565.95","639.45B","-3.37%"
"10/01/2021","1,623.43","1,600.59","1,651.41","1,593.32","578.72B","1.11%"
"09/01/2021","1,605.68","1,643.01","1,658.08","1,591.81","774.76B","-2.02%"
"08/01/2021","1,638.75","1,523.42","1,643.76","1,512.28","657.82B","7.68%"
"07/01/2021","1,521.92","1,591.04","1,596.36","1,516.77","511.55B","-4.15%"
"06/01/2021","1,587.79","1,602.65","1,642.80","1,565.31","623.59B","-0.36%"
"05/01/2021","1,593.59","1,581.86","1,596.80","1,501.02","621.89B","0.66%"
"04/01/2021","1,583.13","1,594.01","1,606.41","1,529.29","565.11B","-0.26%"
"03/01/2021","1,587.21","1,493.55","1,593.93","1,487.99","695.54B","6.04%"
"02/01/2021","1,496.78","1,465.76","1,531.29","1,456.45","475.30B","2.03%"
"01/01/2021","1,466.98","1,428.80","1,561.66","1,425.48","568.11B","1.22%"
"12/01/2020","1,449.35","1,418.06","1,512.99","1,388.23","513.42B","2.91%"
"11/01/2020","1,408.31","1,196.64","1,444.53","1,191.44","532.63B","17.86%"
"10/01/2020","1,194.95","1,244.23","1,282.65","1,187.49","397.33B","-3.40%"
"09/01/2020","1,237.04","1,312.75","1,322.66","1,236.53","336.98B","-5.62%"
"08/01/2020","1,310.66","1,324.46","1,353.53","1,292.59","389.66B","-1.35%"
"07/01/2020","1,328.53","1,345.62","1,391.77","1,303.25","340.35B","-0.78%"
"06/01/2020","1,339.03","1,355.39","1,454.95","1,306.67","412.75B","-0.28%"
"05/01/2020","1,342.85","1,287.70","1,358.60","1,252.20","267.99B","3.16%"
"04/01/2020","1,301.66","1,117.51","1,301.66","1,105.31","297.20B","15.61%"
"03/01/2020","1,125.86","1,355.99","1,408.35","969.08","293.70B","-16.01%"
"02/01/2020","1,340.52","1,507.28","1,542.76","1,337.00","355.36B","-11.47%"
"01/01/2020","1,514.14","1,584.35","1,604.43","1,507.36","410.30B","-4.16%"
"12/01/2019","1,579.84","1,588.59","1,589.34","1,543.22","317.92B","-0.68%"
"11/01/2019","1,590.59","1,600.73","1,642.50","1,580.08","406.16B","-0.68%"
"10/01/2019","1,601.49","1,637.59","1,640.15","1,579.13","387.89B","-2.18%"
"09/01/2019","1,637.22","1,651.20","1,679.65","1,620.77","378.59B","-1.07%"
"08/01/2019","1,654.92","1,706.56","1,709.05","1,590.55","429.58B","-3.33%"
"07/01/2019","1,711.97","1,744.13","1,748.15","1,702.72","434.66B","-1.06%"
"06/01/2019","1,730.34","1,624.65","1,735.88","1,622.99","305.55B","6.80%"
"05/01/2019","1,620.22","1,677.00","1,682.50","1,599.10","287.63B","-3.18%"
"04/01/2019","1,673.52","1,645.37","1,683.79","1,640.01","200.07B","2.13%"
"03/01/2019","1,638.65","1,655.27","1,656.64","1,612.85","279.09B","-0.90%"
"02/01/2019","1,653.48","1,644.61","1,674.54","1,632.82","244.12B","0.72%"
"01/01/2019","1,641.73","1,567.09","1,649.85","1,550.22","282.06B","4.98%"
"12/01/2018","1,563.88","1,662.15","1,677.99","1,546.62","212.46B","-4.75%"
"11/01/2018","1,641.80","1,672.14","1,688.90","1,598.57","262.75B","-1.64%"
"10/01/2018","1,669.09","1,762.30","1,765.06","1,596.40","289.24B","-4.97%"
"09/01/2018","1,756.41","1,721.94","1,766.62","1,666.07","285.22B","2.02%"
"08/01/2018","1,721.58","1,705.48","1,730.65","1,664.90","276.75B","1.16%"
"07/01/2018","1,701.79","1,597.01","1,709.58","1,586.34","251.58B","6.66%"
"06/01/2018","1,595.58","1,726.85","1,746.50","1,584.68","265.11B","-7.61%"
"05/01/2018","1,726.97","1,777.27","1,797.56","1,711.73","296.31B","-2.99%"
"04/01/2018","1,780.11","1,774.72","1,805.78","1,724.88","210.04B","0.22%"
"03/01/2018","1,776.26","1,821.17","1,825.63","1,753.93","250.25B","-2.94%"
"02/01/2018","1,830.13","1,833.53","1,852.51","1,758.31","232.55B","0.18%"
"01/01/2018","1,826.86","1,759.61","1,848.07","1,758.07","253.85B","4.17%"
"12/01/2017","1,753.71","1,704.20","1,763.36","1,686.02","162.82B","3.32%"
"11/01/2017","1,697.39","1,728.80","1,729.64","1,680.53","224.82B","-1.39%"
"10/01/2017","1,721.37","1,677.22","1,729.80","1,673.01","247.01B","2.88%"
"09/01/2017","1,673.16","1,621.40","1,678.23","1,614.30","220.34B","3.53%"
"08/01/2017","1,616.16","1,573.92","1,626.22","1,556.22","176.91B","2.54%"
"07/01/2017","1,576.08","1,577.18","1,586.12","1,564.05","142.67B","0.09%"
"06/01/2017","1,574.74","1,562.08","1,591.09","1,559.51","189.52B","0.84%"
"05/01/2017","1,561.66","1,566.59","1,574.44","1,531.68","174.43B","-0.30%"
"04/01/2017","1,566.32","1,578.48","1,589.50","1,553.44","138.59B","-0.56%"
"03/01/2017","1,575.11","1,562.03","1,584.96","1,528.78","208.45B","1.00%"
"02/01/2017","1,559.56","1,575.13","1,595.81","1,555.52","197.33B","-1.13%"
"01/01/2017","1,577.31","1,548.49","1,600.79","1,546.56","213.56B","2.23%"
"12/01/2016","1,542.94","1,519.66","1,546.58","1,498.57","173.03B","2.17%"
"11/01/2016","1,510.24","1,500.15","1,522.63","1,463.31","247.68B","0.97%"
"10/01/2016","1,495.72","1,490.11","1,518.23","1,343.13","257.38B","0.84%"
"09/01/2016","1,483.21","1,549.21","1,550.59","1,410.87","264.40B","-4.21%"
"08/01/2016","1,548.44","1,531.94","1,558.32","1,493.88","274.13B","1.60%"
"07/01/2016","1,524.07","1,452.83","1,530.35","1,443.97","220.00B","5.47%"
"06/01/2016","1,444.99","1,423.26","1,452.08","1,393.83","252.05B","1.45%"
"05/01/2016","1,424.28","1,403.53","1,428.29","1,376.74","186.92B","1.40%"
"04/01/2016","1,404.61","1,405.07","1,432.25","1,351.27","155.82B","-0.22%"
"03/01/2016","1,407.70","1,335.52","1,419.72","1,331.55","268.22B","5.65%"
"02/01/2016","1,332.37","1,300.85","1,343.94","1,270.84","177.79B","2.41%"
"01/01/2016","1,300.98","1,286.26","1,301.01","1,220.96","192.87B","1.01%"
"12/01/2015","1,288.02","1,363.13","1,364.96","1,251.99","163.09B","-5.27%"
"11/01/2015","1,359.70","1,395.63","1,427.05","1,354.10","178.49B","-2.53%"
"10/01/2015","1,394.94","1,353.92","1,431.86","1,342.00","185.38B","3.41%"
"09/01/2015","1,349.00","1,381.64","1,403.30","1,341.30","224.14B","-2.42%"
"08/01/2015","1,382.41","1,435.62","1,442.16","1,292.14","228.61B","-4.01%"
"07/01/2015","1,440.12","1,504.72","1,505.41","1,401.06","187.02B","-4.28%"
"06/01/2015","1,504.55","1,492.45","1,524.59","1,476.16","169.19B","0.57%"
"05/01/2015","1,496.05","1,529.56","1,536.30","1,478.90","129.43B","-2.01%"
"04/01/2015","1,526.74","1,506.35","1,575.39","1,502.74","168.74B","1.38%"
"03/01/2015","1,505.94","1,588.14","1,590.02","1,484.91","277.04B","-5.11%"
"02/01/2015","1,587.01","1,577.65","1,619.77","1,566.96","276.54B","0.36%"
"01/01/2015","1,581.25","1,499.70","1,610.78","1,459.22","299.81B","5.58%"
"12/01/2014","1,497.67","1,590.89","1,603.89","1,375.99","323.48B","-6.04%"
"11/01/2014","1,593.91","1,591.02","1,602.28","1,555.75","401.60B","0.62%"
"10/01/2014","1,584.16","1,590.13","1,595.21","1,519.76","449.35B","-0.10%"
"09/01/2014","1,585.67","1,568.38","1,602.21","1,562.04","333.60B","1.54%"
"08/01/2014","1,561.63","1,488.50","1,570.86","1,487.40","197.95B","3.94%"
"07/01/2014","1,502.39","1,492.05","1,548.16","1,487.00","297.07B","1.12%"
"06/01/2014","1,485.75","1,424.81","1,493.14","1,423.57","207.00B","4.95%"
"05/01/2014","1,415.73","1,416.30","1,426.52","1,369.63","123.71B","0.06%"
"04/01/2014","1,414.94","1,377.99","1,426.53","1,374.95","101.31B","2.81%"
"03/01/2014","1,376.26","1,330.73","1,381.21","1,330.53","121.03B","3.84%"
"02/01/2014","1,325.33","1,282.30","1,333.30","1,272.04","109.77B","4.01%"
"01/01/2014","1,274.28","1,291.93","1,320.65","1,205.44","105.36B","-1.88%"
"12/01/2013","1,298.71","1,358.89","1,392.94","1,286.70","85.19B","-5.28%"
"11/01/2013","1,371.13","1,429.81","1,438.86","1,345.02","137.48B","-4.97%"
